Comparison for osu_allreduce between Native and Container OSU Collective Benchmark
-------------------------------------------------------------------------
Size	Native Latency (us)	Container Latency (us)	Overhead (%)
0	5.6		5.6		0%
1	52.23		47.19		-9.00%
2	40.09		39.46		-1.00%
3	43.63		38.43		-11.00%
4	40.64		37.98		-6.00%
5	37.47		37.59		0%
6	39.82		38.93		-2.00%
7	41.81		41.07		-1.00%
8	44.17		43.47		-1.00%
9	49.59		48.77		-1.00%
10	54.86		55.46		1.00%
11	80.44		77.92		-3.00%
12	123.25		120.22		-2.00%
13	212.13		212.19		0%
14	423.08		427.65		1.00%
15	887.87		883.82		0%
16	1728.53		1733.03		0%
17	962.67		977.33		1.00%
18	1690.31		1687.39		0%
19	3489.43		3467.60		0%
